id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
728472547998775642,Home in Ocean Grove · 4 bedrooms · 3 beds · 2.5 baths,481849423,Andrew,,Greater Geelong,-38.267095,144.5517254,Entire home/apt,,1,2,2023-04-08,0.21,1,0,2,
728685493343763024,Home in Apollo Bay · ★4.95 · 3 bedrooms · 6 beds · 2 baths,149228970,Ian,,Colac Otway,-38.7499322,143.6599361,Entire home/apt,149,2,22,2023-12-22,1.67,1,122,20,
728763683781147743,Home in Port Fairy · ★5.0 · 3 bedrooms · 7 beds · 1 bath,270695470,Kate,,Moyne,-38.37908,142.24399,Entire home/apt,1574,2,23,2023-12-23,2.38,1,53,23,
728778144644978535,Home in Lorne · 3 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5476952,143.9752256,Entire home/apt,447,2,1,2023-09-30,0.34,587,150,1,
728817402331525292,Home in Moggs Creek · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.467992,144.065156,Entire home/apt,259,2,1,2022-10-26,0.07,587,129,0,
728820917180619759,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5466941,143.9829326,Entire home/apt,1271,2,0,,,587,157,0,
728827970804252449,Home in Anglesea · 4 bedrooms · 5 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4261011,144.1767081,Entire home/apt,377,2,1,2023-01-20,0.09,587,2,1,
728855282909126813,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.542605,143.969904,Entire home/apt,407,2,0,,,587,155,0,
729102552330110794,Home in Marengo · ★4.86 · 3 bedrooms · 4 beds · 1.5 baths,104022814,Otway Retreats,,Colac Otway,-38.77930069,143.66400146,Entire home/apt,957,2,7,2023-10-06,0.58,65,268,7,
729123658355589542,Vacation home in Pennyroyal · ★4.75 · 2 bedrooms · 3 beds · 1 bath,479599498,Fiona,,Surf Coast,-38.42539,143.86587,Entire home/apt,179,1,44,2023-11-11,3.01,5,75,39,
729126101528990111,Rental unit in Geelong · 2 bedrooms · 2 beds · 2 baths,53483056,Haven Retreat,,Greater Geelong,-38.1535434,144.3635281,Entire home/apt,321,2,1,2022-10-18,0.07,26,2,0,
729130113084181156,Vacation home in Pennyroyal · ★4.70 · 2 bedrooms · 3 beds · 1 bath,479599498,Fiona,,Surf Coast,-38.42674,143.86427,Entire home/apt,172,1,50,2023-11-27,3.36,5,76,39,
729148079530329547,Home in Fairhaven · ★4.60 · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.467906,144.082877,Entire home/apt,730,2,5,2023-11-19,0.48,587,143,5,
729168716486576929,Home in Lorne · 5 bedrooms · 6 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.538681,143.97051,Entire home/apt,750,2,1,2023-11-06,0.58,587,134,1,
729201930946215769,Home in Lorne · 4 bedrooms · 5 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.546016,143.973515,Entire home/apt,918,2,0,,,587,143,0,
729205965224976794,Home in Indented Head · 5 bedrooms · 5 beds · 2 baths,11132246,Aaron,,Greater Geelong,-38.1421865,144.7099873,Entire home/apt,682,2,1,2023-01-08,0.08,64,350,1,
729207977927598760,Home in Lorne · 3 bedrooms · 3 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5392648,143.9745114,Entire home/apt,606,2,0,,,587,83,0,
729222082598904619,Home in Fairhaven · 1 bedroom · 1 bed · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4673665,144.0794277,Entire home/apt,1147,2,2,2023-09-15,0.34,587,56,2,
729226090779586318,Home in Point Lonsdale · 4 bedrooms · 5 beds · 2.5 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.2777978,144.6096776,Entire home/apt,477,2,0,,,96,0,0,
729226594629354048,Home in Anglesea · 3 bedrooms · 3 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4133931,144.178466,Entire home/apt,306,2,2,2023-11-11,0.55,587,130,2,
729334320057640363,Home in Eastern View · 6 bedrooms · 7 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4707873,144.0450613,Entire home/apt,2499,2,0,,,587,145,0,
729348903181015069,Rental unit in Lorne · 6 bedrooms · 8 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.529611,143.980049,Entire home/apt,1023,2,0,,,587,119,0,
729391691890128618,Home in Torquay · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.3263821,144.3193794,Entire home/apt,414,2,0,,,587,160,0,
729395212138214848,Home in Lorne · 5 bedrooms · 5 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5179693,143.9910761,Entire home/apt,2411,2,1,2023-01-07,0.08,587,16,1,
729399734920440834,Home in Anglesea · 4 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4255007,144.1757069,Entire home/apt,1304,2,0,,,587,174,0,
729412313176117200,Home in Lorne · 4 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.538068,143.9711717,Entire home/apt,283,2,0,,,587,82,0,
729415836991904456,Home in Wye River · 3 bedrooms · 3 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.6325076,143.8924676,Entire home/apt,625,2,1,2022-11-01,0.07,587,157,0,
729418897609811835,Home in Wye River · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.6307837,143.8915419,Entire home/apt,412,2,2,2023-10-07,0.23,587,89,2,
729422386827636490,Home in Wye River · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.6339904,143.8875103,Entire home/apt,377,2,1,2023-06-11,0.15,587,153,1,
729461259055715260,Guest suite in Moolap · ★4.95 · Studio · 1 bed · 1 bath,83222915,Hugh,,Greater Geelong,-38.17058,144.41,Entire home/apt,188,1,128,2023-12-20,8.85,1,136,117,
729813322248814950,Home in Skenes Creek · ★4.78 · 4 bedrooms · 9 beds · 2 baths,84844682,Marshall,,Colac Otway,-38.72205,143.71781,Entire home/apt,900,2,9,2023-12-25,0.66,1,158,8,
729850240830542401,Home in Lorne · 3 bedrooms · 5 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.528607,143.975303,Entire home/apt,494,2,0,,,587,169,0,
729860304261648973,Home in Lorne · 4 bedrooms · 5 beds · 4 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.518554,143.987769,Entire home/apt,1000,2,1,2023-03-02,0.10,587,149,1,
729878897652605057,Home in Lorne · ★4.67 · 5 bedrooms · 7 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.537017,143.967445,Entire home/apt,1360,2,3,2023-08-29,0.57,587,129,3,
729885453221150271,Home in Clifton Springs · 3 bedrooms · 5 beds · 1 bath,11132246,Aaron,,Greater Geelong,-38.1620725,144.5702273,Entire home/apt,300,2,1,2023-04-10,0.11,64,359,1,
729888957134217467,Home in Anglesea · 4 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4181117,144.1708656,Entire home/apt,377,2,0,,,587,168,0,
729901746682359792,Rental unit in Geelong · ★4.83 · 1 bedroom · 1 bed · 1 bath,168066985,Nicholas,,Greater Geelong,-38.15284,144.3629,Entire home/apt,194,2,23,2023-11-07,1.80,42,0,21,
729920681926461515,Home in Lorne · 3 bedrooms · 5 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5329295,143.9734122,Entire home/apt,353,2,1,2023-03-13,0.10,587,144,1,
729943320328760727,Home in Lorne · 1 bedroom · 3 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.528973,143.979911,Entire home/apt,165,2,1,2023-09-26,0.32,587,0,1,
729949360739000394,Home in Moggs Creek · ★4.75 · 7 bedrooms · 9 beds · 4.5 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4668964,144.0606589,Entire home/apt,2117,2,4,2023-10-01,0.49,587,123,4,
729984011316580899,Vacation home in Marengo · ★3.67 · 3 bedrooms · 5 beds · 1 bath,129562,Cindy,,Colac Otway,-38.77444,143.66224,Entire home/apt,397,2,3,2023-07-30,0.30,47,348,3,
730018316163356517,Home in Point Lonsdale · ★4.67 · 4 bedrooms · 7 beds · 2 baths,98096620,Kerleys Coastal Holidays,,Greater Geelong,-38.2773337,144.6081459,Entire home/apt,524,2,3,2023-03-06,0.22,96,132,2,
730036936276042184,Home in Lorne · 4 bedrooms · 5 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5479292,143.9772081,Entire home/apt,959,2,0,,,587,164,0,
730055055767183222,Home in Anglesea · 5 bedrooms · 5 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4143901,144.1787135,Entire home/apt,577,2,0,,,587,175,0,
730070709058578956,Home in Anglesea · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4114419,144.1831938,Entire home/apt,271,2,0,,,587,0,0,
730126526928735749,Home in Lorne · ★3.33 · 4 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5364382,143.9686525,Entire home/apt,383,2,3,2023-04-15,0.21,587,131,2,
730142630627004058,Home in Barwon Heads · 3 bedrooms · 4 beds · 2 baths,85268986,Alex,,Greater Geelong,-38.27431484316896,144.48605144907378,Entire home/apt,,5,1,2022-12-30,0.08,1,0,1,
730521634855350702,Home in Lorne · 3 bedrooms · 3 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5505079,143.9839545,Entire home/apt,377,2,1,2022-11-01,0.07,587,145,0,
730522135859976966,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5413749,143.9743487,Entire home/apt,589,2,0,,,587,151,0,
730526259800244664,Home in Lorne · 5 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5447387,143.9760746,Entire home/apt,912,2,0,,,587,136,0,
730597630152552419,Rental unit in Lorne · 3 bedrooms · 3 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5479011,143.9840022,Entire home/apt,851,2,0,,,587,159,0,
730615257465195905,Home in Lorne · 4 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5179693,143.9910761,Entire home/apt,1448,2,0,,,587,180,0,
730617215607527677,Home in Torquay · ★4.72 · 3 bedrooms · 4 beds · 2 baths,301778313,Joshua,,Surf Coast,-38.30981,144.34337,Entire home/apt,1338,2,18,2023-10-01,1.34,2,151,15,
730622792998445309,Home in Anglesea · 3 bedrooms · 4 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4113659,144.1869373,Entire home/apt,236,2,0,,,587,146,0,
730636796544152038,Home in Anglesea · 4 bedrooms · 5 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.425359,144.175235,Entire home/apt,329,2,0,,,587,0,0,
730641423088193741,Home in Anglesea · 3 bedrooms · 4 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.423215,144.174172,Entire home/apt,329,2,0,,,587,18,0,
730662141143245288,Home in Lorne · 4 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5376298,143.9679409,Entire home/apt,577,2,0,,,587,85,0,
730664072476639117,Home in Anglesea · 4 bedrooms · 5 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4107598,144.1815643,Entire home/apt,294,2,0,,,587,145,0,
730677333697849337,Rental unit in Lorne · 2 bedrooms · 2 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5380969,143.9744521,Entire home/apt,271,2,1,2023-06-10,0.15,587,143,1,
730682690863821039,Rental unit in Lorne · 4 bedrooms · 4 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.538219,143.97399,Entire home/apt,412,2,0,,,587,115,0,
730752867109970027,Home in Aireys Inlet · 3 bedrooms · 4 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.457094,144.112934,Entire home/apt,447,2,0,,,587,140,0,
730759703653652421,Home in Lorne · 4 bedrooms · 4 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.51762,143.98689,Entire home/apt,1176,2,2,2023-04-09,0.17,587,144,2,
730782878160420545,Home in Anglesea · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4213676,144.1695209,Entire home/apt,441,2,0,,,587,146,0,
730818137369227094,Home in Separation Creek · 3 bedrooms · 3 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.6294401,143.8985013,Entire home/apt,412,2,0,,,587,155,0,
730819238206157829,Home in Ocean Grove · 4 bedrooms · 5 beds · 2 baths,208384071,Brett,,Greater Geelong,-38.25835,144.55164,Entire home/apt,450,4,1,2023-01-02,0.08,1,356,1,
730819590407333748,Rental unit in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5297986,143.9809903,Entire home/apt,541,2,0,,,587,70,0,
730827145053480821,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5320868,143.9772044,Entire home/apt,647,2,0,,,587,168,0,
730836202479035559,Home in Anglesea · 4 bedrooms · 6 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.420991,144.175889,Entire home/apt,424,2,0,,,587,118,0,
730854823810052014,Home in Anglesea · 3 bedrooms · 3 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.421972,144.17417,Entire home/apt,434,2,1,2023-06-11,0.15,587,155,1,
730860357375800334,Home in Anglesea · 3 bedrooms · 3 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4271841,144.1768524,Entire home/apt,365,2,0,,,587,144,0,
730861876031793671,Home in Lorne · 5 bedrooms · 5 beds · 3 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5367985,143.9674522,Entire home/apt,1435,2,0,,,587,162,0,
730863406872415151,Home in Fairhaven · 4 bedrooms · 5 beds · 2.5 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.464382,144.076662,Entire home/apt,459,2,0,,,587,2,0,
731246066824329757,Home in Lorne · 5 bedrooms · 6 beds · 2.5 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5322966,143.9744568,Entire home/apt,794,2,0,,,587,107,0,
731311428590947968,Home in Anglesea · 3 bedrooms · 5 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4097574,144.1764948,Entire home/apt,286,2,1,2023-04-10,0.11,587,29,1,
731372262411293254,Home in Indented Head · 4 bedrooms · 8 beds · 2 baths,11132246,Aaron,,Greater Geelong,-38.1404312,144.7082139,Entire home/apt,456,2,2,2023-10-06,0.17,64,1,2,
731450743110316108,Home in Point Lonsdale · 3 bedrooms · 4 beds · 2 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.287045,144.6126203,Entire home/apt,571,2,1,2023-12-03,1,96,157,1,
731886725539773665,Home in Torquay · ★5.0 · 4 bedrooms · 4 beds · 2 baths,30375395,Laura,,Surf Coast,-38.30727,144.34996,Entire home/apt,607,3,5,2023-01-28,0.41,1,24,5,
731990775152664322,Home in Anglesea · ★5.0 · 2 bedrooms · 2 beds · 1 bath,6108496,Zoe,,Surf Coast,-38.4088,144.18064,Entire home/apt,,7,4,2023-01-27,0.32,1,0,3,
732097389232166581,Home in Warrnambool · ★4.75 · 4 bedrooms · 5 beds · 2 baths,482563256,Rabia,,Warrnambool,-38.388076831863074,142.49087937176228,Entire home/apt,594,2,8,2023-05-05,0.54,1,254,4,
732108238515207369,Rental unit in Geelong · ★4.25 · 1 bedroom · 2 beds · 1 bath,140206749,Courtney,,Greater Geelong,-38.14509231812588,144.36401375396727,Entire home/apt,297,2,7,2023-10-01,0.60,29,0,7,
732333244415565183,Home in Torquay · ★4.82 · 3 bedrooms · 4 beds · 2.5 baths,446753665,George,,Surf Coast,-38.33311,144.32061,Entire home/apt,551,4,11,2023-12-03,0.91,1,129,11,
732706142366326046,Home in Point Lonsdale · ★4.88 · 2 bedrooms · 3 beds · 2 baths,51678707,Ocean Edge Holiday Rentals: Rebecca,,Queenscliffe,-38.26785,144.6182,Entire home/apt,574,2,8,2023-09-30,0.66,153,24,8,
732944310782496517,Farm stay in Wyelangta · ★4.93 · 3 bedrooms · 3 beds · 2 baths,440926821,Jacqueline And Andrew,,Colac Otway,-38.6631744,143.4475559,Entire home/apt,400,3,28,2023-12-21,2.07,1,144,26,
732958608111811130,Home in Ocean Grove · 5 bedrooms · 5 beds · 3 baths,55834456,Andrew,,Greater Geelong,-38.26748,144.51771,Entire home/apt,1700,5,2,2023-01-07,0.17,1,302,2,
733020940066272475,Farm stay in Anakie · ★4.91 · 1 bedroom · 1 bath,165276748,Mel,,Greater Geelong,-37.88510835917444,144.25758029916392,Entire home/apt,210,1,33,2023-12-25,2.42,4,173,28,
733394668392703224,Home in Kennett River · ★4.75 · 3 bedrooms · 6 beds · 1 bath,46656140,Paul,,Colac Otway,-38.66345,143.85936,Entire home/apt,380,2,8,2023-06-11,0.62,1,153,6,
733523255793403250,Guesthouse in Newtown · ★5.0 · 1 bedroom · 1 bed · 1 bath,8276572,Rebecca,,Greater Geelong,-38.15700238035111,144.32197143121337,Entire home/apt,350,1,19,2023-12-16,1.30,1,353,15,
733525512006717260,Home in Ocean Grove · 3 bedrooms · 3 beds · 2 baths,3540961,Nikki,,Greater Geelong,-38.25678,144.50958,Entire home/apt,,4,2,2023-01-07,0.17,1,0,2,
733658903354215272,Guesthouse in Point Lonsdale · ★4.98 · 1 bedroom · 1 bed · 1 bath,339747140,Erin,,Greater Geelong,-38.26715136988585,144.61775370223128,Entire home/apt,220,1,79,2023-12-17,5.50,1,0,65,
733695637529491617,Cottage in Saint Leonards · ★5.0 · 4 bedrooms · 5 beds · 1 bath,482832785,Jo,,Greater Geelong,-38.18874,144.70611,Entire home/apt,550,3,3,2023-12-25,0.31,1,85,3,
733815684588542304,Rental unit in Newtown · ★New · 2 bedrooms · 2 beds · 1 bath,481320353,Anna,,Greater Geelong,-38.14683036617302,144.33104782370197,Entire home/apt,211,2,1,2023-12-04,1,1,329,1,
734148040550711299,Home in Saint Leonards · ★5.0 · 3 bedrooms · 6 beds · 1 bath,11308903,Anthony And Emily,,Greater Geelong,-38.1760409,144.7163873,Entire home/apt,,2,7,2023-03-07,0.50,1,0,3,
734954131843079485,Rental unit in Queenscliff · 2 bedrooms · 3 beds · 1 bath,129945846,Queenscliff And Coastal,,Queenscliffe,-38.26802,144.6591,Entire home/apt,528,1,0,,,58,335,0,
735044209256320368,Home in Penshurst · ★5.0 · 1 bedroom · 2 beds · 1 bath,480384914,Annie,,Southern Grampians,-37.8706828,142.2880914,Entire home/apt,186,1,43,2023-12-20,3.03,1,348,35,
735099228023417862,Home in Anglesea · ★5.0 · 3 bedrooms · 5 beds · 2 baths,26036045,Alicia,,Surf Coast,-38.40423,144.1871,Entire home/apt,571,2,7,2023-12-19,0.59,1,311,7,
735473726149717970,Home in Ocean Grove · ★4.40 · 4 bedrooms · 5 beds · 2 baths,256102206,Cosmo,,Greater Geelong,-38.26556,144.54108,Entire home/apt,504,2,5,2023-12-09,0.57,11,347,5,
735553996329198129,Home in Ocean Grove · ★4.88 · 2 bedrooms · 3 beds · 1 bath,213629579,Janell And Nathan,,Greater Geelong,-38.26471,144.51516,Entire home/apt,550,1,49,2023-12-21,3.39,22,0,41,
735702053550703146,Home in Torquay · 5 bedrooms · 3 beds · 3.5 baths,135590671,Jessie,,Surf Coast,-38.3121614,144.3203807,Entire home/apt,814,5,2,2023-04-10,0.17,1,149,2,
735938443572502975,Villa in Jan Juc · ★4.67 · 5 bedrooms · 5 beds · 3 baths,173429646,Sally - Airready,,Surf Coast,-38.35434,144.28987,Entire home/apt,1643,2,3,2023-01-24,0.25,43,6,3,
736449696005439544,Villa in Portarlington · ★4.60 · 2 bedrooms · 3 beds · 1 bath,11132246,Aaron,,Greater Geelong,-38.11602,144.65893,Entire home/apt,248,2,5,2023-10-02,0.43,64,347,5,
736512379475387848,Home in Portland North · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,256784047,Tamika,,Glenelg,-38.31348,141.59715,Entire home/apt,546,2,16,2023-06-25,1.25,1,64,14,
736533379307041806,Vacation home in Ocean Grove · ★4.44 · 3 bedrooms · 3 beds · 1.5 baths,466856181,Host On The Coast Pavilion Property,,Greater Geelong,-38.26314,144.55318,Entire home/apt,295,2,25,2023-12-09,1.94,54,292,23,
736533766259456746,Townhouse in Ocean Grove · 3 bedrooms · 4 beds · 2 baths,466856181,Host On The Coast Pavilion Property,,Greater Geelong,-38.26834,144.5246,Entire home/apt,253,2,2,2023-03-13,0.16,54,256,1,
736542909761172974,Home in Ocean Grove · ★4.97 · 3 bedrooms · 4 beds · 2 baths,466856181,Host On The Coast Pavilion Property,,Greater Geelong,-38.26299,144.54864,Entire home/apt,242,2,35,2023-12-02,2.59,54,100,29,
736650025480088360,Home in Torquay · ★4.84 · 4 bedrooms · 5 beds · 2.5 baths,436105044,Airready,,Surf Coast,-38.3091034,144.3436835,Entire home/apt,1257,2,31,2023-12-10,2.28,67,72,24,
736677732277211089,Home in Torquay · 2 bedrooms · 2 beds · 1.5 baths,66396829,Tess,,Surf Coast,-38.31216,144.32562,Entire home/apt,,2,2,2023-04-09,0.21,1,0,2,
737014165062612424,Home in Belmont · ★5.0 · 3 bedrooms · 4 beds · 2 baths,7347706,Evangeline,,Greater Geelong,-38.18461,144.35204,Entire home/apt,386,1,3,2023-12-22,2.73,1,161,3,
737095526922377045,Home in Newtown · 3 bedrooms · 4 beds · 2.5 baths,14215150,Christine,,Greater Geelong,-38.15096,144.34712,Entire home/apt,679,4,1,2023-02-10,0.09,12,71,1,
737240422424669955,Villa in Portarlington · ★4.50 · 2 bedrooms · 3 beds · 1 bath,11132246,Aaron,,Greater Geelong,-38.1160207,144.6589255,Entire home/apt,204,2,6,2023-11-27,0.47,64,333,5,
737253011236834877,Hotel in Portarlington · ★5.0 · 1 bedroom · 1 bed · 1 bath,11132246,Aaron,,Greater Geelong,-38.1160207,144.6589255,Private room,72,2,4,2023-11-11,0.30,64,316,3,
737278479374807066,Rental unit in Lorne · 3 bedrooms · 4 beds · 2.5 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5478987,143.9839926,Entire home/apt,753,2,0,,,587,2,0,
737280459423706288,Home in Geelong West · ★4.80 · 3 bedrooms · 5 beds · 1.5 baths,53483056,Haven Retreat,,Greater Geelong,-38.14489,144.3376,Entire home/apt,,2,15,2023-04-10,1.06,26,0,12,
737287472573167623,Bed and breakfast in Cobden · ★5.0 · 1 bedroom · 1 bed · 1 private bath,483527553,Joanne,,Corangamite,-38.33925,143.07707,Private room,160,1,12,2023-11-07,0.98,1,359,11,
737344036772558594,Home in Warrnambool · ★4.75 · 5 bedrooms · 6 beds · 2.5 baths,18025304,Stephanie,,Warrnambool,-38.35456,142.46616,Entire home/apt,573,2,16,2023-10-08,1.17,19,155,15,
737824495531777421,Townhouse in Newtown · ★4.50 · 2 bedrooms · 3 beds · 2 baths,53483056,Haven Retreat,,Greater Geelong,-38.15764,144.35079,Entire home/apt,347,2,4,2023-05-09,0.30,26,146,2,
737838607128040349,Home in Ocean Grove · 3 bedrooms · 3 beds · 1 bath,13464417,Aileen,,Greater Geelong,-38.25556,144.52623,Entire home/apt,,3,2,2023-01-05,0.16,1,0,2,
737936436946026218,Villa in Apollo Bay · ★4.83 · 4 bedrooms · 5 beds · 2 baths,483642892,Ocean And Mountain View Villa,,Colac Otway,-38.75227580000001,143.6681491,Entire home/apt,743,2,18,2023-12-03,1.48,1,253,18,
739441413827018495,Home in Portarlington · ★5.0 · 2 bedrooms · 3 beds · 1 bath,11132246,Aaron,,Greater Geelong,-38.1147577,144.6625783,Entire home/apt,312,2,6,2023-11-06,0.50,64,346,6,
739451556947665375,Home in Ocean Grove · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,300409824,Luke,,Greater Geelong,-38.2630367,144.5510191,Entire home/apt,540,2,13,2023-12-23,1.10,1,312,13,
739543101303508252,Home in Barwon Heads · ★5.0 · 3 bedrooms · 6 beds · 2 baths,483926588,Ash,,Greater Geelong,-38.28284800099493,144.49011980967956,Entire home/apt,850,2,38,2023-11-27,2.70,1,151,33,
739586058868932949,Home in Aireys Inlet · ★4.50 · 3 bedrooms · 3 beds · 1 bath,436105044,Airready,,Surf Coast,-38.4574641,144.1107379,Entire home/apt,674,2,12,2023-12-02,0.89,67,315,10,
739589253238706372,Home in Torquay · ★4.79 · 4 bedrooms · 4 beds · 2.5 baths,427340917,Kirsten,,Surf Coast,-38.3064823,144.3378312,Entire home/apt,779,1,34,2023-12-14,2.53,2,180,30,
740011246729223392,Home in Point Lonsdale · 5 bedrooms · 5 beds · 3 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.2753646,144.6198977,Entire home/apt,1048,2,0,,,96,148,0,
740042875223337132,Home in Portarlington · ★4.86 · 2 bedrooms · 4 beds · 3 baths,11132246,Aaron,,Greater Geelong,-38.1171839,144.6678848,Entire home/apt,448,2,7,2023-12-09,0.50,64,322,6,
740059968588581672,Home in Geelong · ★5.0 · 2 bedrooms · 2 beds · 2 baths,484043907,Danielle,,Greater Geelong,-38.1563,144.36154,Entire home/apt,248,2,27,2023-12-26,3.42,2,235,27,
740078137930860540,Rental unit in Portland · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,225779177,Megan,,Glenelg,-38.343688362726645,141.60628482699394,Entire home/apt,213,2,27,2023-10-21,1.98,1,145,24,
740261690426344206,Bungalow in Torquay · ★4.77 · 1 bedroom · 1 bed · 1 private bath,225333651,Emily,,Surf Coast,-38.32034,144.32301,Private room,164,1,22,2023-11-18,1.63,1,354,17,
740308127002233405,Home in Drysdale · ★4.79 · 7 bedrooms · 11 beds · 3 baths,449664812,Host On The Coast,,Greater Geelong,-38.17086,144.55461,Entire home/apt,474,2,41,2023-11-24,3.05,51,0,35,
740437947171741123,Home in Torquay · ★4.86 · 3 bedrooms · 3 beds · 2 baths,442316718,Ashleigh,,Surf Coast,-38.32054,144.31134,Entire home/apt,200,2,7,2023-12-11,0.59,1,39,7,
740663354042972234,Home in Skenes Creek · ★4.89 · 4 bedrooms · 6 beds · 1.5 baths,104022814,Otway Retreats,,Colac Otway,-38.7234993,143.71699524,Entire home/apt,963,2,9,2023-11-24,0.66,65,261,8,
740748039674516709,Home in Armstrong Creek · ★4.71 · 2 bedrooms · 2 beds · 2 baths,409066223,Olivia,,Greater Geelong,-38.22242,144.3545,Entire home/apt,373,1,7,2023-12-26,0.58,1,49,7,
740901138987460544,Home in Torquay · 3 bedrooms · 5 beds · 2 baths,42549309,Troy,,Surf Coast,-38.31941,144.31277,Entire home/apt,800,6,0,,,1,301,0,
