id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21302,Home in Fairhaven · ★4.90 · 4 bedrooms · 5 beds · 3.5 baths,81292,Laurel & Sue,,Surf Coast,-38.46329,144.09163,Entire home/apt,400,3,51,2023-01-18,0.46,3,151,1,
27561,Home in Jan Juc · 4 bedrooms · 6 beds · 2.5 baths,119103,Lynn,,Surf Coast,-38.34221,144.30398,Entire home/apt,500,5,2,2022-04-18,0.04,2,82,0,
70449,Home in Birregurra · ★4.83 · 2 bedrooms · 3 beds · 2 baths,357052,Craig,,Colac Otway,-38.32982,143.82842,Entire home/apt,277,1,53,2023-07-29,0.49,1,301,5,
84516,Home in Port Fairy · ★4.85 · 4 bedrooms · 4 beds · 2.5 baths,462049,David,,Moyne,-38.39149,142.22084,Entire home/apt,517,2,141,2023-11-19,1.19,1,295,16,
195168,Home in Lorne · ★4.82 · 3 bedrooms · 5 beds · 2 baths,899909,Tony,,Surf Coast,-38.54025,143.97139,Entire home/apt,850,2,28,2023-04-18,0.19,1,340,2,
291691,Place to stay in Barwon Heads · ★4.51 · 1 bedroom · 2 beds · 1 bath,1511087,Kim,,Greater Geelong,-38.27942,144.49073,Entire home/apt,79,2,79,2023-12-14,0.55,2,321,17,
372470,Home in Wensleydale · ★4.95 · 5 bedrooms · 11 beds · 2.5 baths,1875131,Charleson,,Surf Coast,-38.33816,144.02221,Entire home/apt,993,2,200,2023-12-15,2.00,1,0,34,
403682,Home in Aireys Inlet · ★4.75 · 3 bedrooms · 4 beds · 1.5 baths,246509,Fiona,,Surf Coast,-38.465721,144.099136,Entire home/apt,550,2,186,2023-04-13,1.28,1,144,2,
479888,Home in Lorne · ★4.68 · 3 bedrooms · 4 beds · 1 bath,2377195,Charles,,Surf Coast,-38.54855,143.95517,Entire home/apt,675,2,75,2023-05-22,0.78,5,39,5,
488344,Guest suite in Fairhaven · ★4.95 · 1 bedroom · 1 bed · 1 bath,2416415,Lise,,Surf Coast,-38.46413,144.09497,Entire home/apt,130,2,284,2023-12-02,3.08,2,280,50,
488599,Home in Geelong · ★4.83 · 3 bedrooms · 4 beds · 1.5 baths,2417695,Darren And Yolanda,,Greater Geelong,-38.15406,144.35685,Entire home/apt,429,1,278,2023-04-16,2.22,5,297,1,
606687,Rental unit in Point Lonsdale · ★4.95 · 1 bedroom · 1 bed · 1 bath,3005560,John & Suzy,,Queenscliffe,-38.2825,144.61339,Entire home/apt,2501,2,360,2023-12-16,2.62,1,215,28,
675196,Rental unit in North Geelong · ★4.89 · 1 bedroom · 1 bed · 1 bath,3429566,Jo,,Greater Geelong,-38.12033,144.35596,Entire home/apt,135,1,247,2023-12-16,2.04,1,15,30,
697087,Rental unit in Lorne · ★4.81 · 3 bedrooms · 6 beds · 2.5 baths,3570625,Kim,,Surf Coast,-38.527565,143.982712,Entire home/apt,900,3,149,2023-12-23,1.10,4,57,18,
785467,Rental unit in Marengo · ★4.56 · 2 bedrooms · 2 beds · 1.5 baths,4140800,Stuart,,Colac Otway,-38.77916,143.66466,Entire home/apt,340,1,236,2023-11-26,1.77,1,327,32,
841336,Home in Lara · ★4.68 · 1 bedroom · 2 beds · 1.5 baths,4393951,Janita,,Greater Geelong,-38.01528,144.40169,Private room,264,1,22,2022-12-18,0.18,1,365,0,
847397,Townhouse in Lorne · ★4.16 · 2 bedrooms · 2 beds · 1 bath,459921,Lorraine,,Surf Coast,-38.5301,143.98119,Entire home/apt,395,2,63,2022-04-24,0.47,3,258,0,
850562,Rental unit in Geelong · ★4.72 · 2 bedrooms · 3 beds · 1 bath,2417695,Darren And Yolanda,,Greater Geelong,-38.1471,144.37349,Entire home/apt,220,1,163,2023-10-06,1.34,5,310,3,
853375,Home in Point Lonsdale · ★4.88 · 2 bedrooms · 2 beds · 1 bath,4456031,Fiona,,Queenscliffe,-38.27055,144.61555,Entire home/apt,190,3,66,2023-12-02,0.60,1,309,7,
855501,Home in Deans Marsh · ★4.66 · 3 bedrooms · 3 beds · 1 bath,4069063,Deborah,,Surf Coast,-38.39517,143.88749,Entire home/apt,224,2,122,2023-05-21,0.92,1,252,15,
858408,Guesthouse in Lorne · ★4.39 · 2 bedrooms · 2 beds · 1 bath,459921,Lorraine,,Surf Coast,-38.53829,143.97,Entire home/apt,425,3,80,2023-05-22,0.61,3,253,2,
859859,Home in Lorne · ★4.36 · 3 bedrooms · 5 beds · 2 baths,459921,Lorraine,,Surf Coast,-38.53829,143.97,Entire home/apt,450,2,118,2023-12-03,0.89,3,242,9,
890837,Home in Jan Juc · ★4.78 · 1 bedroom · 1 bed · 1 private bath,4731549,Marian,,Surf Coast,-38.35578,144.28283,Private room,238,1,226,2023-12-12,1.70,1,339,27,
902612,Rental unit in Forrest · ★4.96 · 1 bedroom · 1 bed · 1 bath,4824121,Carol,,Colac Otway,-38.51349,143.73032,Entire home/apt,240,2,24,2023-01-07,0.18,2,70,1,
911101,Cottage in Strathdownie · ★4.76 · 2 bedrooms · 4 beds · 1 bath,4888844,Sharon,,Glenelg,-37.70711,141.21131,Entire home/apt,140,1,196,2023-11-04,1.51,1,315,18,
921687,Place to stay in Moutajup · ★4.80 · 1 bedroom · 1 bed · 1 bath,4955998,Karen,,Southern Grampians,-37.66715,142.2236,Entire home/apt,200,1,159,2023-11-09,1.24,3,145,7,
943123,Home in Warrnambool · ★4.93 · 2 bedrooms · 3 beds · 1 shared bath,5102281,Helen (Sophie),,Warrnambool,-38.38613,142.5142,Private room,129,1,276,2023-12-13,2.09,1,262,36,
1002120,Home in Torquay · ★4.88 · 1 bedroom · 1 bed · 1 private bath,5511143,Trish,,Surf Coast,-38.32433,144.325,Private room,,2,65,2020-12-31,0.54,1,0,0,
1037178,Farm stay in Carlisle River · ★4.97 · 1 bedroom · 1 bed · 1 bath,5709920,Lisa,,Colac Otway,-38.57084,143.36134,Entire home/apt,200,2,113,2023-12-03,0.87,3,349,4,
1113236,Home in Ocean Grove · ★4.46 · 4 bedrooms · 8 beds · 1 bath,6109815,Dale,,Greater Geelong,-38.270938873291016,144.51719665527344,Entire home/apt,234,2,26,2023-10-01,0.22,1,340,6,
1124773,Cottage in Fairhaven · ★4.77 · 2 bedrooms · 3 beds · 1 bath,6154547,Chris,,Surf Coast,-38.46346,144.09438,Entire home/apt,264,2,77,2023-11-26,0.63,1,154,11,
1168873,Home in Aireys Inlet · ★4.47 · 5 bedrooms · 9 beds · 3 baths,6401049,Alison,,Surf Coast,-38.45819,144.11411,Entire home/apt,414,2,90,2023-12-20,0.71,1,141,9,
1178771,Cabin in Bellbrae · ★4.89 · 3 bedrooms · 5 beds · 2 baths,6449378,Debbie,,Surf Coast,-38.332699,144.194412,Entire home/apt,400,3,18,2023-04-22,0.15,1,55,1,
1180734,Rental unit in Lorne · ★4.84 · 3 bedrooms · 4 beds · 2 baths,4549647,Zora,,Surf Coast,-38.54783,143.9852,Entire home/apt,546,3,49,2023-04-25,0.45,1,276,6,
1247085,Home in Ocean Grove · ★4.71 · 3 bedrooms · 7 beds · 1 bath,5732565,Christine,,Greater Geelong,-38.26207,144.52366,Entire home/apt,260,3,185,2023-11-26,1.45,1,128,17,
1261097,Home in Skenes Creek · ★5.0 · 4 bedrooms · 5 beds · 2 baths,6398917,Tanja,,Colac Otway,-38.723026,143.711792,Entire home/apt,650,5,6,2018-01-25,0.05,2,54,0,
1261290,Farm stay in Portland  · ★4.88 · 3 bedrooms · 3 beds · 2 baths,3046272,Trevor And Laima,,Glenelg,-38.38733,141.5529,Private room,,1,247,2020-03-09,1.95,1,0,0,
1285297,Home in Skenes Creek · ★4.84 · 2 bedrooms · 3 beds · 1 bath,6398917,Tanja,,Colac Otway,-38.72303,143.71179,Entire home/apt,299,1,234,2023-12-08,1.86,2,133,26,
1289208,Home in Allansford · ★4.86 · 4 bedrooms · 7 beds · 2 baths,4647935,Lisa,,Warrnambool,-38.3943154,142.5932686,Entire home/apt,719,2,29,2023-03-30,0.24,5,316,5,
1332982,Home in Anglesea · ★4.69 · 4 bedrooms · 6 beds · 1 bath,7230673,Belinda,,Surf Coast,-38.40787,144.1956,Entire home/apt,331,2,340,2023-12-22,2.73,1,47,36,
1341747,Home in Aireys Inlet · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,7277677,Tim,,Surf Coast,-38.45555,144.11513,Entire home/apt,343,2,222,2023-02-03,1.77,1,300,4,
1384375,Boutique hotel in Lorne · ★4.95 · 1 bedroom · 1 bed · 1 private bath,81292,Laurel & Sue,,Surf Coast,-38.54131,143.97026,Private room,564,1,55,2023-01-06,0.52,3,72,2,
1434583,Home in Lorne · ★4.46 · 5 bedrooms · 7 beds · 2.5 baths,7710444,Brook,,Surf Coast,-38.52946,143.9739,Entire home/apt,800,2,125,2023-12-17,1.06,1,284,20,
1500112,Home in Barwon Heads · ★4.63 · 4 bedrooms · 7 beds · 2 baths,8016448,Glenn,,Greater Geelong,-38.27656,144.49008,Entire home/apt,756,2,8,2021-04-16,0.08,2,361,0,
1504804,Home in Anglesea · ★5.0 · 4 bedrooms · 7 beds · 2 baths,8040161,Claire,,Surf Coast,-38.40489,144.18174,Entire home/apt,600,7,20,2022-12-25,0.16,1,10,0,
1532875,Guesthouse in South Geelong · ★4.93 · Studio · 2 beds · 1 bath,901220,Carlo And Jeni,,Greater Geelong,-38.16312,144.36001,Entire home/apt,132,1,764,2023-12-15,9.00,1,334,105,
1544720,Home in Warrnambool · ★5.0 · 3 bedrooms · 3 beds · 1 bath,5285153,Bianca,,Warrnambool,-38.39272529278881,142.50583168119192,Entire home/apt,700,3,6,2023-12-25,0.62,1,342,6,
1625193,Bed and breakfast in Barrabool · ★4.76 · 3 bedrooms · 4 beds · 1 shared bath,8641535,Lorelle,,Surf Coast,-38.19125,144.20375,Private room,94,1,175,2023-12-24,1.79,1,357,55,
1641677,Home in Aireys Inlet · ★4.49 · 2 bedrooms · 4 beds · 1 bath,8716182,Leanne,,Surf Coast,-38.45318,144.11095,Entire home/apt,220,2,70,2023-11-29,0.58,1,303,11,
1641891,Home in Port Fairy · ★4.81 · 4 bedrooms · 4 beds · 1.5 baths,3784933,Trish,,Moyne,-38.38333,142.23656,Entire home/apt,634,7,16,2023-03-12,0.15,1,203,2,
1664906,Cabin in Aireys Inlet · ★4.72 · Studio · 2 beds · 1 bath,8819052,Antonia,,Surf Coast,-38.45908,144.10488,Entire home/apt,,2,363,2023-06-04,3.04,1,0,11,
1673242,Home in Wye River · ★4.78 · 2 bedrooms · 3 beds · 1 bath,8857419,Andrew,,Colac Otway,-38.63268,143.88839,Entire home/apt,311,2,18,2020-03-08,0.19,1,341,0,
1693627,Home in Port Campbell · ★New · 4 bedrooms · 7 beds · 2 baths,8946631,Holly,,Corangamite,-38.590476,142.9875729,Entire home/apt,943,1,1,2023-12-24,1,1,355,1,
1729314,Guesthouse in Jan Juc · 1 bedroom · 1 bed · 1 private bath,119103,Lynn,,Surf Coast,-38.34341,144.30514,Private room,,2,1,2017-09-07,0.01,2,0,0,
1773818,Farm stay in Carlisle River · ★4.93 · 1 bedroom · 1 bed · 1 bath,5709920,Lisa,,Colac Otway,-38.5725,143.36169,Entire home/apt,200,2,87,2023-11-05,0.70,3,349,3,
1848144,Rental unit in Apollo Bay · ★4.80 · 2 bedrooms · 3 beds · 1 bath,9653994,Heather,,Colac Otway,-38.76179,143.66715,Entire home/apt,317,2,859,2023-12-02,7.01,1,82,33,
1862897,Home in Point Lonsdale · ★5.0 · 4 bedrooms · 4 beds · 3 baths,9692808,Susanne,,Queenscliffe,-38.27217,144.6203,Entire home/apt,621,2,14,2023-06-12,0.19,4,342,3,
1873599,Home in Point Lonsdale · ★4.70 · 2 bedrooms · 3 beds · 2 baths,9692808,Susanne,,Queenscliffe,-38.2724,144.62351,Entire home/apt,448,2,23,2023-11-26,0.22,4,333,2,
1881674,Rental unit in Point Lonsdale · ★4.94 · 1 bedroom · 2 beds · 1 bath,9692808,Susanne,,Queenscliffe,-38.27132,144.62256,Entire home/apt,279,1,49,2023-11-05,0.47,4,318,9,
1899302,Home in Barwon Heads · ★4.91 · 3 bedrooms · 4 beds · 2.5 baths,2066864,Christine,,Greater Geelong,-38.28331,144.49102,Entire home/apt,546,2,92,2023-12-02,0.76,1,312,12,
1950643,Home in Highton · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,5111630,Chris,,Greater Geelong,-38.17029,144.32144,Private room,150,2,19,2021-03-20,0.16,1,0,0,
1966742,Bed and breakfast in Strathdownie · ★4.90 · 3 bedrooms · 4 beds · 1.5 baths,10158581,Ivy,,Glenelg,-37.70146,141.24917,Entire home/apt,180,2,59,2023-12-15,0.56,1,344,11,
1975739,Home in Big Hill via Lorne · ★4.61 · 3 bedrooms · 5 beds · 2 baths,10199075,Catherine,,Surf Coast,-38.48506,144.02591,Entire home/apt,,2,41,2022-01-01,0.36,1,0,0,
2012468,Home in Wye River · ★4.70 · 3 bedrooms · 6 beds · 1 bath,10353886,Jeremy,,Colac Otway,-38.63374,143.88637,Entire home/apt,404,2,257,2023-11-18,2.11,1,330,18,
2039477,Home in Barwon Heads · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,10462581,Jodie,,Greater Geelong,-38.27772,144.48941,Entire home/apt,700,2,13,2023-01-16,0.15,1,328,2,
2051277,Rental unit in Apollo Bay · ★4.63 · 2 bedrooms · 2 beds · 2 baths,10512132,Elizabeth,,Colac Otway,-38.75543,143.66827,Entire home/apt,550,2,203,2023-12-14,1.68,1,322,37,
2072393,Bungalow in Grey River · ★4.67 · 2 bedrooms · 3 beds · 1 bath,5140385,Lisa,,Colac Otway,-38.68293,143.83572,Entire home/apt,209,3,345,2023-12-14,2.85,1,0,33,
2084690,Home in Ocean Grove · ★4.58 · 4 bedrooms · 6 beds · 2.5 baths,10647271,Natalie,,Greater Geelong,-38.25785,144.51573,Entire home/apt,464,5,59,2023-04-10,0.49,1,352,2,
2088619,Bed and breakfast in Jan Juc · ★4.82 · 1 bedroom · 1 bed · 1 private bath,10661100,Linda,,Surf Coast,-38.34886,144.30055,Private room,199,1,244,2023-12-03,2.01,1,338,28,
2105771,Home in Apollo Bay · ★4.91 · 3 bedrooms · 3 beds · 1.5 baths,8229302,Mark,,Colac Otway,-38.73448,143.6096,Entire home/apt,425,2,232,2023-12-05,2.06,1,0,22,
2120809,Guesthouse in Sugarloaf · ★4.34 · 1 bedroom · 2 beds · 2 shared baths,10814850,Sam,,Colac Otway,-38.69521,143.80223,Private room,295,1,116,2023-09-06,0.95,26,57,9,
2121190,Farm stay in Sugarloaf · ★4.39 · 1 bedroom · 3 beds · 2 shared baths,10814850,Sam,,Colac Otway,-38.69561,143.80229,Private room,388,1,270,2023-11-21,2.22,26,56,10,
2121859,Farm stay in Sugarloaf · ★4.47 · 1 bedroom · 1 bed · 2 shared baths,10814850,Sam,,Colac Otway,-38.69515,143.80206,Private room,309,1,157,2023-10-04,1.30,26,58,4,
2121891,Guesthouse in Sugarloaf · ★4.45 · 1 bedroom · 1 bed · 2 shared baths,10814850,Sam,,Colac Otway,-38.6951,143.802,Private room,309,1,120,2023-01-17,0.99,26,24,3,
2121917,Boutique hotel in Sugarloaf · ★4.40 · 1 bedroom · 1 bed · 2 shared baths,10814850,Sam,,Colac Otway,-38.69513,143.80211,Private room,309,1,356,2023-10-26,2.93,26,54,11,
2126134,Guesthouse in Sugarloaf · ★4.38 · 1 bedroom · 1 bed · 2 shared baths,10814850,Sam,,Colac Otway,-38.69511,143.80206,Private room,295,1,117,2023-11-06,0.96,26,58,3,
2126154,Guesthouse in Sugarloaf · ★4.51 · 1 bedroom · 1 bed · 2 shared baths,10814850,Sam,,Colac Otway,-38.69494,143.80212,Private room,295,1,212,2023-11-16,1.74,26,48,33,
2136259,Home in Port Fairy · ★4.88 · 3 bedrooms · 5 beds · 2 baths,10902275,Darren,,Moyne,-38.38002,142.23015,Entire home/apt,380,2,111,2023-12-14,1.19,1,310,30,
2142372,Guesthouse in Sugarloaf · ★4.27 · 1 bedroom · 3 beds · 2 shared baths,10814850,Sam,,Colac Otway,-38.6951,143.80196,Private room,388,1,174,2023-10-29,1.43,26,62,4,
2142455,Home in Warrnambool · ★4.83 · 2 bedrooms · 3 beds · 1 bath,5038885,Robyn & Robert,,Warrnambool,-38.38577,142.45556,Entire home/apt,160,2,168,2023-01-25,1.39,1,250,2,
2156217,Home in Geelong · ★4.97 · 2 bedrooms · 3 beds · 1.5 baths,11004106,Noel And Joan,,Greater Geelong,-38.15818,144.35889,Entire home/apt,280,2,75,2023-11-25,0.64,1,320,7,
2156921,Home in Illowa · ★4.85 · 4 bedrooms · 5 beds · 3 baths,11007504,Mary,,Moyne,-38.33295,142.3737,Entire home/apt,625,2,65,2023-01-20,0.54,1,0,2,
2160502,Home in Ocean Grove · ★4.73 · 1 bedroom · 1 bed · 1 private bath,4755363,Lori,,Greater Geelong,-38.26353,144.5168,Private room,150,2,139,2023-03-19,1.15,2,172,8,
2160606,Home in Killarney · ★4.93 · 3 bedrooms · 3 beds · 3 baths,11025062,Heather,,Moyne,-38.34369,142.32856,Entire home/apt,220,2,81,2023-04-09,0.72,3,25,2,
2161648,Home in Port Fairy · ★4.67 · 1 bedroom · 1 bed · 1 bath,11030818,Virginia And Daniel,,Moyne,-38.37866,142.23117,Private room,93,2,426,2023-12-03,3.52,1,156,16,
2198761,Home in Killarney · ★4.71 · 1 bedroom · 1 bed · 1 bath,11025062,Heather,,Moyne,-38.34359,142.32699,Private room,200,2,7,2022-03-14,0.06,3,29,0,
2209882,Home in Portarlington · ★4.94 · 4 bedrooms · 4 beds · 3 baths,11272538,Belinda,,Greater Geelong,-38.12123,144.68975,Entire home/apt,450,2,17,2022-02-05,0.14,1,1,0,
2210140,Bed and breakfast in Hamilton · ★4.91 · Studio · 1 bed · 1 private bath,11273845,Rosie,,Southern Grampians,-37.74969,142.01989,Private room,164,2,100,2023-10-10,0.85,1,0,9,
2224983,Boutique hotel in Sugarloaf · ★4.78 · 20 bedrooms · 24 beds · 5 baths,10814850,Sam,,Colac Otway,-38.69511,143.80196,Private room,2499,2,141,2023-09-21,1.17,26,305,1,
2228443,Home in Anglesea · ★4.26 · 3 bedrooms · 4 beds · 1 bath,11372818,Robin,,Surf Coast,-38.41108,144.17754,Entire home/apt,300,3,133,2023-04-10,1.11,1,334,1,
2279363,Place to stay in Lara · ★4.92 · 1 bedroom · 1 bed · 1 bath,6358765,Lorraine,,Greater Geelong,-38.02493,144.38209,Entire home/apt,157,1,243,2023-10-31,2.16,2,170,30,
2306213,Home in Apollo Bay · ★4.90 · 2 bedrooms · 3 beds · 1 bath,11778616,Emily,,Colac Otway,-38.75958,143.66696,Entire home/apt,624,1,191,2023-11-27,1.59,1,66,27,
2332908,Rental unit in Apollo Bay · ★4.89 · 1 bedroom · 1 bed · 1 bath,11915742,Melissa,,Colac Otway,-38.75233,143.6617,Entire home/apt,300,2,757,2023-12-17,6.30,1,76,52,
2333182,Treehouse in Forrest · ★4.87 · 3 bedrooms · 5 beds · 1.5 baths,7120658,Fleur,,Colac Otway,-38.51932,143.71503,Entire home/apt,414,3,138,2023-12-25,1.18,3,326,20,
2374635,Home in Port Fairy · ★4.96 · 3 bedrooms · 4 beds · 1 bath,8861699,Andrea,,Moyne,-38.37894,142.22364,Entire home/apt,443,3,161,2023-11-25,1.71,1,99,15,
2406449,Rental unit in Apollo Bay · ★4.76 · 2 bedrooms · 3 beds · 1 bath,12300572,Warrick,,Colac Otway,-38.72908,143.69869,Entire home/apt,610,1,191,2023-12-17,1.59,8,335,20,
2406979,Rental unit in Apollo Bay · ★4.82 · Studio · 1 bed · 1 bath,12300572,Warrick,,Colac Otway,-38.72873,143.69428,Entire home/apt,420,1,224,2023-12-18,1.89,8,340,19,
2412626,Cottage in Torquay · ★4.79 · 2 bedrooms · 3 beds · 1 bath,12330560,Bindy,,Surf Coast,-38.32072,144.3335,Entire home/apt,499,2,117,2023-12-22,1.00,2,152,13,
2415024,Home in Torquay /Jan Juc · ★4.88 · 1 bedroom · 2 beds · 1 bath,11181664,Calina,,Surf Coast,-38.35112,144.2899,Entire home/apt,518,1,247,2023-12-12,2.07,2,348,25,
2431526,Cottage in Forrest · ★4.44 · 2 bedrooms · 2 beds · 1 bath,12330560,Bindy,,Colac Otway,-38.5209,143.71773,Entire home/apt,536,2,52,2023-10-28,0.46,2,85,5,
2447960,Bed and breakfast in Dunkeld · ★4.78 · 3 bedrooms · 3 beds · 3 baths,12269016,Eda,,Southern Grampians,-37.64678,142.34348,Private room,160,1,64,2023-12-08,0.63,1,133,14,
2455054,Rental unit in Apollo Bay · ★4.81 · 2 bedrooms · 3 beds · 1 bath,12300572,Warrick,,Colac Otway,-38.72854,143.69873,Entire home/apt,610,1,141,2023-09-06,1.19,8,336,7,
2479408,Home in Portland · ★4.89 · 4 bedrooms · 5 beds · 1.5 baths,12683575,Sally,,Glenelg,-38.33059,141.60266,Entire home/apt,390,2,63,2023-11-13,0.56,1,67,12,
2489742,Home in Fairhaven · ★4.83 · 2 bedrooms · 3 beds · 2 baths,2650414,Nereo,,Surf Coast,-38.46128,144.09277,Entire home/apt,500,2,182,2023-12-23,1.56,1,211,33,
2489908,Townhouse in Anglesea · ★4.91 · 2 bedrooms · 3 beds · 1 bath,2192322,Sara,,Surf Coast,-38.40863786530481,144.18245642212628,Entire home/apt,450,2,35,2023-09-19,0.83,1,341,9,
2489952,Bed and breakfast in Ocean Grove · ★4.93 · 1 bedroom · 1 bed · 1 private bath,12745318,Fay,,Greater Geelong,-38.26583,144.53609,Private room,140,1,296,2023-12-10,2.50,1,0,52,
2521462,Farm stay in Petticoat Creek · ★4.89 · 2 beds · 1 bath,7282388,"Mike, Lesley & Ebony",,Colac Otway,-38.71569,143.73016,Entire home/apt,516,1,75,2023-11-25,0.85,7,169,8,
2547671,Home in Point Lonsdale · ★4.81 · 3 bedrooms · 5 beds · 2.5 baths,13045850,Vicki,,Queenscliffe,-38.27679,144.61561,Entire home/apt,241,3,131,2023-12-26,1.11,1,105,8,
2620100,Home in Ocean Grove · ★4.82 · 3 bedrooms · 9 beds · 2 baths,13417918,Andy,,Greater Geelong,-38.267967224121094,144.54624938964844,Entire home/apt,434,2,61,2023-04-08,0.51,1,337,11,
2645437,Guest suite in Port Campbell · ★4.81 · Studio · 1 bed · 1 private bath,13546459,Lauren,,Corangamite,-38.6079,143.0044,Private room,333,1,64,2023-09-10,0.59,9,225,7,
2645585,Guest suite in Torquay · ★4.96 · 2 bedrooms · 2 beds · 1 bath,13545834,Michelle,,Surf Coast,-38.31527,144.32495,Entire home/apt,260,1,395,2023-12-15,3.34,1,0,45,
2646156,Guesthouse in Port Campbell · ★4.94 · 2 bedrooms · 4 beds · 1 bath,13546459,Lauren,,Corangamite,-38.6079,143.0044,Entire home/apt,421,1,31,2023-02-26,0.29,9,210,1,
2678111,Chalet in Port Fairy · ★4.95 · 1 bedroom · 1 bed · 1 bath,13712146,Toni,,Moyne,-38.37847,142.23159,Entire home/apt,170,2,127,2023-12-03,1.16,1,318,19,
2723415,Home in Aireys Inlet · ★4.80 · 3 bedrooms · 5 beds · 2 baths,2416415,Lise,,Surf Coast,-38.45105,144.11452,Entire home/apt,379,2,5,2023-11-06,0.06,2,340,1,
2747998,Cottage in Port Campbell · ★4.73 · 3 bedrooms · 4 beds · 1 bath,14059282,Christie,,Corangamite,-38.61935,142.99998,Entire home/apt,340,1,331,2023-12-02,2.94,1,334,24,
2788189,Bed and breakfast in Torquay · ★4.84 · 1 bedroom · 1 bed · 1 private bath,11466342,Cate,,Surf Coast,-38.30111,144.33915,Private room,140,2,156,2023-12-03,1.32,1,340,12,
2819087,Home in Torquay · ★5.0 · 2 bedrooms · 4 beds · 1 bath,367737,Elizabeth,,Surf Coast,-38.33577,144.32396,Entire home/apt,304,2,21,2023-09-10,0.22,1,290,4,
2824938,Guesthouse in Sugarloaf · ★4.45 · 1 bedroom · 4 beds · 2 shared baths,10814850,Sam,,Colac Otway,-38.69494,143.80187,Private room,481,1,149,2023-10-08,1.26,26,59,9,
2860771,Home in Moggs Creek · ★4.89 · 4 bedrooms · 8 beds · 2 baths,470109,Theo,,Surf Coast,-38.46678,144.06243,Entire home/apt,527,2,256,2023-11-25,2.26,1,130,27,
2882780,Home in Ocean Grove · ★4.80 · 4 bedrooms · 4 beds · 2 baths,4755363,Lori,,Greater Geelong,-38.262935638427734,144.5177459716797,Entire home/apt,600,3,5,2015-02-02,0.05,2,262,0,
2888648,Cabin in Ocean Grove · ★4.69 · 2 bedrooms · 3 beds · 1 bath,14761863,Stewart,,Greater Geelong,-38.269615,144.517853,Entire home/apt,240,2,86,2023-05-03,0.73,1,315,4,
2890561,Rental unit in Separation Creek · ★4.87 · 1 bedroom · 1 bed · 1 bath,14773690,Peter,,Colac Otway,-38.62878,143.89395,Entire home/apt,200,2,178,2023-12-08,1.53,3,330,19,
2909300,Home in Portland · ★4.75 · 1 bedroom · 1 bed · 1 bath,14863289,Helen,,Glenelg,-38.34893,141.49628,Entire home/apt,146,2,73,2023-04-17,0.66,1,341,2,
2950616,Guest suite in Ocean Grove · ★4.92 · 1 bedroom · 1 bed · 1 private bath,7843175,Kerrilea,,Greater Geelong,-38.25654,144.52939,Private room,120,2,284,2023-12-26,2.59,1,272,26,
2980097,Guest suite in Torquay · ★5.0 · 1 bedroom · 1 bed · 1 bath,1787580,Julia,,Surf Coast,-38.29776,144.3397,Entire home/apt,200,2,25,2023-04-09,0.26,2,269,1,
3013455,Home in Birregurra · ★4.63 · 3 bedrooms · 3 beds · 1.5 baths,12940467,Arnie,,Colac Otway,-38.33862,143.78134,Entire home/apt,310,2,86,2023-11-05,0.77,1,333,9,
3033662,Guest suite in Torquay · ★4.92 · 1 bedroom · 1 bed · 1 bath,1787580,Julia,,Surf Coast,-38.29558,144.33965,Entire home/apt,250,2,152,2023-12-21,1.36,2,323,8,
3135310,Home in Warrnambool · ★4.92 · 3 bedrooms · 4 beds · 1 bath,10800241,Leanne,,Warrnambool,-38.36928,142.47803,Entire home/apt,378,2,61,2023-10-01,0.63,1,53,14,
3148037,Home in Ocean Grove · ★4.93 · 3 bedrooms · 4 beds · 1.5 baths,12427664,Barbara,,Greater Geelong,-38.26493,144.53417,Entire home/apt,290,3,146,2023-11-06,1.30,1,13,2,
3210536,Rental unit in Portland · ★4.70 · 1 bedroom · 1 bed · 1 bath,16266564,Leigh,,Glenelg,-38.34398,141.60617,Entire home/apt,190,1,92,2023-11-26,0.83,1,309,11,
3265095,Rental unit in Lorne · ★4.83 · 1 bedroom · 1 bed · 1 bath,16311219,Steve,,Surf Coast,-38.52975,143.97779,Entire home/apt,241,2,322,2023-12-10,2.81,1,307,44,
3285485,Home in Jan Juc · 4 bedrooms · 4 beds · 2 baths,16605212,Cormac,,Surf Coast,-38.34966,144.29741,Entire home/apt,906,7,2,2016-01-24,0.02,1,32,0,
3292011,Home in Bellbrae · ★4.53 · 4 bedrooms · 4 beds · 1 bath,16631392,Mike,,Surf Coast,-38.33259,144.21051,Entire home/apt,385,2,17,2023-04-09,0.17,1,332,1,
3293889,Home in Aireys Inlet · ★4.95 · 2 bedrooms · 3 beds · 1 bath,16357093,John,,Surf Coast,-38.46155,144.10313,Entire home/apt,386,2,60,2023-12-23,0.53,1,34,11,
3426146,Farm stay in Gerangamete · ★5.0 · 1 bedroom · 1 bed · Half-bath,17271764,Ami,,Colac Otway,-38.466324,143.670319,Entire home/apt,286,1,59,2023-12-11,0.54,1,307,4,
